"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"ICICIBANK","EQ","12-Sep-2019","        394.60","        399.65","        407.20","        399.65","        402.60","        402.70","        404.39","   19577114","          7916740655.05","     166914","    7253189","         37.05"
"ICICIBANK","EQ","13-Sep-2019","        402.70","        406.80","        414.90","        400.65","        413.70","        413.40","        407.77","   17775449","          7248327670.75","     152585","    4747206","         26.71"
"ICICIBANK","EQ","16-Sep-2019","        413.40","        408.50","        415.65","        406.75","        411.50","        412.15","        412.22","   17629622","          7267226167.75","     136395","    6544757","         37.12"
"ICICIBANK","EQ","17-Sep-2019","        412.15","        405.85","        411.90","        398.30","        400.25","        400.65","        406.05","   20793363","          8443079215.90","     196466","    8782238","         42.24"
"ICICIBANK","EQ","18-Sep-2019","        400.65","        405.45","        405.45","        396.50","        399.25","        399.35","        400.63","   18477377","          7402558812.75","     196466","    7366217","         39.87"
"ICICIBANK","EQ","19-Sep-2019","        399.35","        395.70","        395.70","        384.35","        386.30","        386.60","        388.74","   22647508","          8803902969.25","     211345","    8096537","         35.75"
"ICICIBANK","EQ","20-Sep-2019","        386.60","        389.00","        424.00","        386.65","        415.75","        417.50","        411.80","   75217723","         30974402469.65","     481110","   38738965","         51.50"
"ICICIBANK","EQ","23-Sep-2019","        417.50","        435.80","        450.00","        428.45","        442.00","        446.30","        441.55","   57490445","         25384929545.35","     453079","   29892467","         52.00"
"ICICIBANK","EQ","24-Sep-2019","        446.30","        441.50","        448.65","        433.35","        441.00","        440.90","        439.43","   26639931","         11706341826.85","     234931","   11330556","         42.53"
"ICICIBANK","EQ","25-Sep-2019","        440.90","        439.10","        440.95","        429.60","        434.80","        434.20","        434.35","   19987241","          8681434244.45","     203698","    9323965","         46.65"
"ICICIBANK","EQ","26-Sep-2019","        434.20","        439.00","        458.65","        438.55","        451.70","        451.95","        449.49","   40909369","         18388443640.45","     271788","   15647192","         38.25"
"ICICIBANK","EQ","27-Sep-2019","        451.95","        449.50","        451.85","        443.30","        450.00","        449.20","        447.40","   19432963","          8694402092.25","     173588","    7690698","         39.58"
"ICICIBANK","EQ","30-Sep-2019","        449.20","        443.30","        445.15","        431.00","        433.80","        433.70","        436.05","   27524660","         12002099399.10","     206835","   13111901","         47.64"
"ICICIBANK","EQ","01-Oct-2019","        433.70","        436.95","        443.20","        416.70","        425.60","        424.60","        431.03","   30623906","         13199943609.75","     264954","   11218749","         36.63"
"ICICIBANK","EQ","03-Oct-2019","        424.60","        424.00","        434.60","        422.30","        427.50","        427.30","        428.76","   23275379","          9979609655.10","     205747","    9379526","         40.30"
"ICICIBANK","EQ","04-Oct-2019","        427.30","        428.50","        429.30","        412.05","        413.10","        413.90","        420.96","   17952697","          7557412589.50","     170246","    4716245","         26.27"
"ICICIBANK","EQ","07-Oct-2019","        413.90","        415.10","        423.50","        411.50","        416.10","        416.10","        418.29","   21933703","          9174623042.80","     151810","    8495585","         38.73"
"ICICIBANK","EQ","09-Oct-2019","        416.10","        420.25","        438.40","        417.10","        436.50","        436.70","        428.51","   34533981","         14798267533.70","     204220","   14852469","         43.01"
"ICICIBANK","EQ","10-Oct-2019","        436.70","        430.00","        431.50","        420.50","        424.50","        423.70","        424.80","   19074005","          8102611371.10","     164265","    7680646","         40.27"
"ICICIBANK","EQ","11-Oct-2019","        423.70","        427.95","        433.25","        422.10","        427.90","        428.55","        428.28","   18004922","          7711124795.75","     172683","    4231714","         23.50"
"ICICIBANK","EQ","14-Oct-2019","        428.55","        430.00","        436.40","        426.00","        427.60","        428.85","        431.06","   17211042","          7419058636.85","     143230","    6892214","         40.05"
"ICICIBANK","EQ","15-Oct-2019","        428.85","        430.00","        435.45","        428.20","        432.20","        431.85","        431.73","   14971985","          6463881606.95","     134995","    6091322","         40.68"
"ICICIBANK","EQ","16-Oct-2019","        431.85","        434.50","        439.50","        431.15","        435.80","        435.30","        435.67","   17833051","          7769251555.70","     161578","    7258697","         40.70"
"ICICIBANK","EQ","17-Oct-2019","        435.30","        436.00","        443.35","        433.70","        440.75","        440.60","        438.80","   12452421","          5464134193.00","     133501","    3907584","         31.38"
"ICICIBANK","EQ","18-Oct-2019","        440.60","        437.70","        443.70","        435.25","        437.10","        437.80","        438.89","   15988455","          7017206607.20","     123664","    6675835","         41.75"
"ICICIBANK","EQ","22-Oct-2019","        437.80","        440.50","        458.70","        437.55","        451.75","        451.15","        451.14","   34966169","         15774471226.10","     290446","   13093450","         37.45"
"ICICIBANK","EQ","23-Oct-2019","        451.15","        452.00","        459.00","        448.20","        456.35","        455.10","        455.16","   25196183","         11468295250.55","     340998","   11332291","         44.98"
"ICICIBANK","EQ","24-Oct-2019","        455.10","        457.40","        459.00","        451.00","        455.50","        454.75","        454.66","   23542540","         10703831743.30","     261128","   12429939","         52.80"
"ICICIBANK","EQ","25-Oct-2019","        454.75","        457.70","        470.65","        454.40","        469.20","        469.10","        463.16","   34397573","         15931420717.20","     253652","   15782658","         45.88"
"ICICIBANK","EQ","27-Oct-2019","        469.10","        471.00","        473.50","        465.00","        467.80","        469.55","        469.07","    8207818","          3850009414.10","      70202","    1819147","         22.16"
"ICICIBANK","EQ","29-Oct-2019","        469.55","        470.20","        482.00","        466.85","        476.00","        477.40","        475.14","   33686172","         16005584352.00","     303796","   16701932","         49.58"
"ICICIBANK","EQ","30-Oct-2019","        477.40","        479.00","        479.00","        470.00","        470.65","        471.15","        472.46","   22396012","         10581202220.65","     263757","   12394312","         55.34"
"ICICIBANK","EQ","31-Oct-2019","        471.15","        475.00","        476.75","        461.30","        463.95","        463.05","        469.53","   21198377","          9953360561.35","     238072","    9326921","         44.00"
"ICICIBANK","EQ","01-Nov-2019","        463.05","        466.65","        466.95","        460.50","        462.90","        462.25","        463.86","   13522994","          6272808818.10","     117030","    5349819","         39.56"
"ICICIBANK","EQ","04-Nov-2019","        462.25","        463.00","        472.30","        463.00","        471.00","        470.50","        469.22","   16254715","          7627042745.75","     153946","    6586892","         40.52"
"ICICIBANK","EQ","05-Nov-2019","        470.50","        472.10","        474.00","        466.90","        468.25","        468.35","        469.45","   14952189","          7019324502.65","     180825","    6869713","         45.94"
"ICICIBANK","EQ","06-Nov-2019","        468.35","        467.15","        483.90","        464.75","        480.00","        480.70","        476.27","   24922680","         11870020810.65","     172963","    8688984","         34.86"
"ICICIBANK","EQ","07-Nov-2019","        480.70","        483.00","        483.00","        475.65","        479.60","        478.55","        478.37","   18312032","          8759957484.05","     194335","    7243848","         39.56"
"ICICIBANK","EQ","08-Nov-2019","        478.55","        480.75","        496.00","        480.30","        490.00","        489.45","        489.55","   52207121","         25558194807.45","     371240","   27653242","         52.97"
"ICICIBANK","EQ","11-Nov-2019","        489.45","        488.00","        499.00","        484.60","        497.25","        496.80","        492.53","   24766065","         12197944597.85","     223652","   13055922","         52.72"
"ICICIBANK","EQ","13-Nov-2019","        496.80","        496.80","        497.50","        483.30","        487.00","        485.75","        491.56","   24272664","         11931577536.55","     227547","   14606392","         60.18"
"ICICIBANK","EQ","14-Nov-2019","        485.75","        489.75","        499.85","        483.75","        498.05","        498.65","        492.98","   35396276","         17449708738.00","     270076","   15449568","         43.65"
"ICICIBANK","EQ","15-Nov-2019","        498.65","        497.85","        509.70","        496.00","        498.85","        499.85","        503.80","   42074833","         21197467232.25","     276592","   20055878","         47.67"
"ICICIBANK","EQ","18-Nov-2019","        499.85","        498.75","        504.45","        496.65","        499.00","        498.35","        499.88","   22910109","         11452220256.20","     261393","   11964029","         52.22"
